MonthlyCharges,tenure,Contract,gender,SeniorCitizen,Partner,Dependents,InternetService,PaymentMethod,Actual_Churn,Predicted_Churn
48.75,4,Month-to-month,Female,1,No,No,DSL,Mailed check,0,1
19.15,63,Two year,Male,0,Yes,Yes,No,Mailed check,0,0
84.7,69,Two year,Male,0,Yes,No,DSL,Mailed check,0,0
34.25,3,Month-to-month,Female,0,No,No,DSL,Mailed check,1,0
80.7,71,Two year,Female,1,Yes,No,Fiber optic,Credit card (automatic),0,0
19.45,15,Month-to-month,Male,0,Yes,No,No,Credit card (automatic),0,0
19.7,30,Two year,Female,0,Yes,Yes,No,Mailed check,0,0
83.2,23,Month-to-month,Female,0,No,No,Fiber optic,Bank transfer (automatic),0,0
19.85,9,One year,Male,1,Yes,No,No,Credit card (automatic),0,0
19.15,35,One year,Male,0,No,No,No,Mailed check,0,0
54.85,6,Month-to-month,Female,0,Yes,Yes,DSL,Electronic check,0,0
75.05,1,Month-to-month,Female,0,No,No,Fiber optic,Mailed check,1,1
25.1,72,Two year,Female,0,Yes,Yes,No,Bank transfer (automatic),0,0
84.35,45,Two year,Male,0,Yes,Yes,DSL,Mailed check,0,0
89.75,7,Month-to-month,Male,0,Yes,Yes,Fiber optic,Electronic check,1,1
48.4,70,Two year,Male,0,No,No,DSL,Bank transfer (automatic),0,0
19.9,53,Two year,Male,0,Yes,No,No,Credit card (automatic),0,0
51.75,4,Month-to-month,Male,0,No,No,DSL,Credit card (automatic),1,0
92.4,72,Two year,Female,0,Yes,No,DSL,Electronic check,0,0
45.25,72,Two year,Male,0,Yes,Yes,DSL,Credit card (automatic),0,0
94.8,17,Month-to-month,Male,1,Yes,No,Fiber optic,Electronic check,0,1
69.85,7,Month-to-month,Female,0,No,No,Fiber optic,Bank transfer (automatic),0,0
20.1,11,Month-to-month,Female,0,No,Yes,No,Credit card (automatic),1,0
74.9,2,Month-to-month,Female,0,No,No,Fiber optic,Credit card (automatic),1,1
109.9,72,Two year,Female,0,No,No,Fiber optic,Electronic check,0,0
78.0,11,Month-to-month,Male,0,No,Yes,Fiber optic,Mailed check,0,1
91.4,5,Month-to-month,Male,1,No,No,Fiber optic,Electronic check,1,1
74.95,4,Month-to-month,Male,1,Yes,No,Fiber optic,Electronic check,1,1
50.0,30,Month-to-month,Male,0,Yes,No,DSL,Mailed check,0,0
20.9,11,Two year,Female,0,Yes,Yes,No,Credit card (automatic),0,0
49.8,17,Month-to-month,Male,0,Yes,No,DSL,Mailed check,0,0
56.25,34,Month-to-month,Female,1,No,No,DSL,Electronic check,0,0
30.4,2,Month-to-month,Female,1,No,No,DSL,Electronic check,1,1
19.1,55,One year,Male,0,No,Yes,No,Bank transfer (automatic),0,0
59.9,5,Month-to-month,Female,1,No,No,DSL,Credit card (automatic),0,0
20.0,11,One year,Female,0,Yes,Yes,No,Mailed check,0,0
79.6,1,Month-to-month,Female,0,No,Yes,Fiber optic,Electronic check,1,1
19.45,70,Two year,Female,0,Yes,No,No,Bank transfer (automatic),0,0
74.85,2,Month-to-month,Male,1,No,No,Fiber optic,Mailed check,1,1
73.85,7,Month-to-month,Female,0,No,No,Fiber optic,Electronic check,1,1
20.2,35,Two year,Male,0,No,No,No,Mailed check,0,0
71.1,58,One year,Female,0,No,No,DSL,Credit card (automatic),0,0
109.2,72,Two year,Female,0,Yes,Yes,Fiber optic,Bank transfer (automatic),0,0
62.65,68,Two year,Male,0,Yes,Yes,DSL,Credit card (automatic),0,0
59.45,26,One year,Male,0,No,No,DSL,Credit card (automatic),0,0
45.05,12,Month-to-month,Female,0,No,No,DSL,Electronic check,0,1
60.35,25,Month-to-month,Male,0,Yes,Yes,DSL,Electronic check,0,0
114.95,72,Two year,Male,1,Yes,Yes,Fiber optic,Bank transfer (automatic),0,0
114.6,70,Two year,Male,0,No,Yes,Fiber optic,Electronic check,0,0
50.15,1,Month-to-month,Male,1,No,Yes,DSL,Mailed check,1,1
86.65,26,Month-to-month,Male,0,No,No,Fiber optic,Credit card (automatic),0,0
65.7,2,Month-to-month,Female,0,Yes,Yes,DSL,Mailed check,1,0
19.9,28,One year,Female,0,Yes,Yes,No,Mailed check,0,0
19.85,6,Month-to-month,Female,0,Yes,Yes,No,Mailed check,0,0
59.75,58,Two year,Female,0,Yes,Yes,DSL,Mailed check,0,0
45.0,29,Month-to-month,Female,1,Yes,No,DSL,Electronic check,0,0
71.4,16,Month-to-month,Male,0,No,No,DSL,Bank transfer (automatic),0,0
101.0,43,Month-to-month,Male,1,Yes,No,Fiber optic,Electronic check,1,1
75.4,52,One year,Male,0,Yes,No,DSL,Mailed check,0,0
118.75,72,Two year,Female,0,Yes,Yes,Fiber optic,Bank transfer (automatic),0,0
19.45,71,Two year,Male,0,Yes,Yes,No,Mailed check,0,0
20.4,65,Two year,Male,0,Yes,No,No,Credit card (automatic),0,0
84.5,49,Month-to-month,Female,0,No,No,Fiber optic,Electronic check,0,1
83.8,52,Month-to-month,Male,0,No,No,Fiber optic,Credit card (automatic),0,0
20.35,2,Month-to-month,Male,0,No,No,No,Mailed check,1,0
109.3,71,Two year,Male,0,Yes,Yes,Fiber optic,Credit card (automatic),0,0
89.4,54,Month-to-month,Male,0,No,No,Fiber optic,Credit card (automatic),0,0
76.5,15,Month-to-month,Female,0,Yes,Yes,DSL,Bank transfer (automatic),0,0
24.6,9,Month-to-month,Male,0,No,No,DSL,Mailed check,0,1
105.05,50,Two year,Male,1,Yes,No,Fiber optic,Credit card (automatic),0,0
83.65,19,Month-to-month,Male,0,Yes,Yes,Fiber optic,Electronic check,1,1
104.45,70,Two year,Female,1,Yes,No,Fiber optic,Bank transfer (automatic),0,0
106.85,72,One year,Female,1,Yes,No,Fiber optic,Bank transfer (automatic),0,0
105.1,52,One year,Male,1,Yes,No,Fiber optic,Bank transfer (automatic),0,0
46.3,15,Month-to-month,Female,0,Yes,Yes,DSL,Electronic check,0,0
76.8,72,Two year,Female,0,Yes,Yes,DSL,Bank transfer (automatic),0,0
81.35,3,Month-to-month,Male,1,No,No,Fiber optic,Electronic check,1,1
99.15,58,One year,Male,0,No,No,Fiber optic,Bank transfer (automatic),0,0
20.35,1,Month-to-month,Female,0,No,No,No,Mailed check,0,1
89.85,35,Month-to-month,Male,0,Yes,No,Fiber optic,Bank transfer (automatic),0,0
84.4,50,Month-to-month,Female,0,Yes,Yes,Fiber optic,Bank transfer (automatic),1,0
19.75,41,Two year,Male,0,Yes,No,No,Electronic check,0,0
64.45,72,Two year,Male,0,Yes,Yes,DSL,Credit card (automatic),0,0
68.95,30,One year,Female,0,No,No,DSL,Credit card (automatic),0,0
24.4,2,Month-to-month,Female,0,Yes,Yes,DSL,Mailed check,1,1
29.7,15,Month-to-month,Male,0,No,No,DSL,Electronic check,1,0
58.75,37,One year,Male,0,Yes,Yes,DSL,Mailed check,0,0
75.4,72,Two year,Male,0,Yes,Yes,DSL,Bank transfer (automatic),0,0
25.0,72,Two year,Male,0,Yes,Yes,No,Bank transfer (automatic),0,0
114.3,70,Two year,Male,0,Yes,No,Fiber optic,Credit card (automatic),0,0
19.65,1,Month-to-month,Female,0,No,No,No,Mailed check,1,0
84.25,23,Month-to-month,Male,0,Yes,No,Fiber optic,Electronic check,0,0
74.6,8,Month-to-month,Female,0,No,No,Fiber optic,Credit card (automatic),0,0
46.0,2,Month-to-month,Male,0,No,No,DSL,Credit card (automatic),1,0
38.85,26,Month-to-month,Female,0,Yes,Yes,DSL,Credit card (automatic),0,0
19.65,52,One year,Male,0,No,Yes,No,Credit card (automatic),0,0
34.6,23,Two year,Female,0,Yes,Yes,DSL,Mailed check,0,0
99.1,15,Month-to-month,Female,0,No,No,Fiber optic,Credit card (automatic),1,1
50.15,40,Month-to-month,Male,0,Yes,No,DSL,Mailed check,0,0
59.45,27,Month-to-month,Male,0,No,No,DSL,Electronic check,0,0
19.5,37,Month-to-month,Female,0,Yes,No,No,Bank transfer (automatic),0,0
112.2,45,One year,Male,0,No,No,Fiber optic,Credit card (automatic),0,0
69.95,5,Month-to-month,Female,0,Yes,No,Fiber optic,Electronic check,1,0
23.85,71,Two year,Female,0,Yes,No,No,Mailed check,0,0
54.3,4,Month-to-month,Male,0,No,No,DSL,Electronic check,1,0
20.2,38,Two year,Female,0,Yes,Yes,No,Mailed check,0,0
55.9,3,Month-to-month,Male,0,No,Yes,DSL,Mailed check,0,0
19.15,17,Two year,Male,0,No,No,No,Mailed check,0,0
90.15,70,Two year,Male,0,Yes,Yes,DSL,Credit card (automatic),0,0
44.9,1,Month-to-month,Male,0,No,No,DSL,Mailed check,0,0
100.5,71,Two year,Female,0,Yes,Yes,Fiber optic,Bank transfer (automatic),0,0
91.15,37,Month-to-month,Male,0,No,No,Fiber optic,Electronic check,0,0
70.15,64,One year,Male,0,Yes,No,DSL,Mailed check,0,0
90.0,37,Month-to-month,Female,1,Yes,No,Fiber optic,Electronic check,0,0
108.65,65,Two year,Male,0,Yes,Yes,Fiber optic,Bank transfer (automatic),1,0
49.45,23,One year,Female,0,No,Yes,DSL,Electronic check,0,0
79.2,22,Month-to-month,Female,0,Yes,No,DSL,Electronic check,1,0
60.7,26,One year,Female,1,Yes,No,DSL,Mailed check,0,0
79.85,25,Month-to-month,Female,0,No,No,Fiber optic,Bank transfer (automatic),1,0
97.2,60,Two year,Female,0,Yes,No,Fiber optic,Electronic check,0,0
95.6,1,Month-to-month,Female,0,No,No,Fiber optic,Electronic check,1,1
89.3,71,Two year,Female,0,Yes,No,DSL,Credit card (automatic),0,0
85.25,27,Month-to-month,Female,1,No,No,Fiber optic,Electronic check,1,1
89.45,3,Month-to-month,Female,0,No,No,Fiber optic,Electronic check,1,1
94.7,58,One year,Male,0,Yes,Yes,Fiber optic,Credit card (automatic),0,0
75.35,14,Month-to-month,Female,0,No,No,Fiber optic,Electronic check,1,0
70.85,71,Two year,Male,0,Yes,Yes,DSL,Credit card (automatic),0,0
29.05,2,Month-to-month,Female,0,Yes,Yes,DSL,Bank transfer (automatic),0,0
20.6,40,Two year,Female,0,No,No,No,Bank transfer (automatic),0,0
25.4,68,Two year,Male,0,Yes,Yes,No,Bank transfer (automatic),0,0
101.3,57,Two year,Female,1,No,No,Fiber optic,Credit card (automatic),0,0
87.25,45,Month-to-month,Female,0,No,No,Fiber optic,Electronic check,1,0
116.55,70,Two year,Male,0,Yes,Yes,Fiber optic,Credit card (automatic),0,0
107.7,68,Month-to-month,Male,0,Yes,No,Fiber optic,Electronic check,0,0
102.7,52,Month-to-month,Female,0,Yes,No,Fiber optic,Credit card (automatic),0,0
115.15,72,Two year,Female,0,Yes,No,Fiber optic,Electronic check,0,0
76.1,24,Month-to-month,Male,1,No,No,Fiber optic,Electronic check,1,1
60.4,67,Two year,Male,0,Yes,Yes,DSL,Bank transfer (automatic),0,0
64.35,68,Two year,Female,0,No,No,DSL,Credit card (automatic),0,0
19.6,23,Two year,Male,0,Yes,Yes,No,Credit card (automatic),0,0
49.35,71,Two year,Male,0,Yes,No,DSL,Electronic check,1,0
24.4,1,Month-to-month,Female,0,No,No,DSL,Mailed check,0,0
20.5,71,Two year,Female,0,Yes,Yes,No,Bank transfer (automatic),0,0
110.55,69,One year,Male,1,Yes,No,Fiber optic,Mailed check,0,0
99.2,40,One year,Female,1,Yes,No,Fiber optic,Credit card (automatic),1,0
84.95,18,Month-to-month,Female,1,No,No,Fiber optic,Electronic check,0,0
94.65,22,Month-to-month,Male,0,No,No,Fiber optic,Credit card (automatic),1,0
39.1,69,Two year,Male,0,Yes,Yes,DSL,Mailed check,0,0
84.45,62,One year,Female,1,No,No,Fiber optic,Electronic check,0,0
19.7,56,Two year,Female,0,No,No,No,Bank transfer (automatic),0,0
19.9,7,One year,Female,0,No,No,No,Mailed check,0,0
18.9,1,Month-to-month,Male,0,No,No,No,Mailed check,0,0
19.55,6,Month-to-month,Male,0,Yes,Yes,No,Mailed check,0,0
85.65,2,Month-to-month,Male,0,No,No,Fiber optic,Electronic check,1,1
54.55,16,Month-to-month,Male,1,Yes,No,DSL,Bank transfer (automatic),0,0
19.85,2,Month-to-month,Male,0,No,No,No,Mailed check,0,0
86.4,72,Two year,Female,0,Yes,No,DSL,Bank transfer (automatic),0,0
34.65,7,Month-to-month,Female,0,Yes,Yes,DSL,Mailed check,0,0
24.85,19,Month-to-month,Female,0,Yes,Yes,DSL,Mailed check,0,0
78.1,14,Month-to-month,Female,0,Yes,No,Fiber optic,Electronic check,0,0
105.65,64,One year,Male,0,No,No,Fiber optic,Credit card (automatic),1,0
78.35,25,Month-to-month,Female,0,No,No,DSL,Bank transfer (automatic),0,0
85.95,70,Two year,Male,0,Yes,Yes,DSL,Credit card (automatic),0,0
19.35,66,Two year,Male,0,No,No,No,Bank transfer (automatic),0,0
71.65,1,Month-to-month,Male,0,No,Yes,Fiber optic,Electronic check,1,1
91.15,53,One year,Female,0,Yes,No,Fiber optic,Electronic check,0,0
56.25,6,Month-to-month,Female,0,No,No,DSL,Electronic check,1,0
95.8,59,Two year,Female,0,No,No,Fiber optic,Electronic check,0,0
78.45,31,Month-to-month,Male,0,No,No,Fiber optic,Electronic check,1,0
74.4,3,Month-to-month,Male,0,No,No,Fiber optic,Electronic check,1,1
69.0,15,Month-to-month,Female,0,No,Yes,Fiber optic,Bank transfer (automatic),1,0
106.1,48,One year,Male,0,No,No,Fiber optic,Credit card (automatic),1,0
56.7,2,Month-to-month,Male,0,Yes,Yes,DSL,Mailed check,1,0
102.95,70,Month-to-month,Male,1,Yes,No,Fiber optic,Electronic check,1,0
91.4,2,Month-to-month,Female,0,No,No,Fiber optic,Electronic check,1,1
110.85,47,One year,Male,0,Yes,No,Fiber optic,Credit card (automatic),1,0
21.05,24,One year,Female,0,No,Yes,No,Bank transfer (automatic),0,0
93.8,31,One year,Male,0,Yes,No,Fiber optic,Electronic check,0,1
111.1,54,Month-to-month,Female,0,No,No,Fiber optic,Electronic check,1,0
55.05,1,Month-to-month,Male,0,No,No,DSL,Mailed check,0,1
33.15,12,One year,Female,0,Yes,Yes,DSL,Credit card (automatic),0,0
18.75,2,Month-to-month,Female,0,No,No,No,Bank transfer (automatic),0,0
70.55,48,One year,Male,0,Yes,No,DSL,Credit card (automatic),0,0
74.45,1,Month-to-month,Female,1,Yes,No,Fiber optic,Electronic check,1,1
65.15,71,Two year,Male,0,Yes,No,DSL,Bank transfer (automatic),0,0
19.85,1,Month-to-month,Male,0,No,No,No,Electronic check,1,0
24.8,56,Two year,Male,0,No,Yes,No,Mailed check,0,0
20.05,2,Month-to-month,Male,0,No,No,No,Mailed check,0,0
80.55,66,Two year,Female,1,Yes,No,DSL,Bank transfer (automatic),1,0
20.35,50,One year,Male,0,Yes,Yes,No,Mailed check,0,0
89.6,63,Month-to-month,Female,1,No,No,Fiber optic,Bank transfer (automatic),0,0
45.05,1,Month-to-month,Male,0,No,No,DSL,Mailed check,1,1
49.25,6,One year,Female,0,No,No,DSL,Mailed check,0,0
50.55,5,Month-to-month,Female,0,No,No,DSL,Bank transfer (automatic),0,0
72.25,35,Month-to-month,Female,0,Yes,Yes,DSL,Electronic check,1,0
118.65,71,Two year,Female,0,No,No,Fiber optic,Electronic check,0,0
66.5,42,Two year,Female,0,No,No,DSL,Credit card (automatic),0,0
19.45,64,Two year,Female,0,Yes,No,No,Credit card (automatic),0,0
49.8,1,Month-to-month,Male,0,No,No,DSL,Credit card (automatic),0,0
69.85,1,Month-to-month,Male,0,No,No,Fiber optic,Electronic check,1,1
107.2,69,One year,Male,0,Yes,No,Fiber optic,Credit card (automatic),0,0
93.35,33,Month-to-month,Male,0,Yes,No,Fiber optic,Electronic check,0,0
20.0,20,Month-to-month,Female,0,Yes,Yes,No,Electronic check,0,0
24.5,13,One year,Male,0,Yes,Yes,No,Bank transfer (automatic),0,0
56.05,28,Month-to-month,Female,0,No,No,DSL,Electronic check,0,0
80.85,72,Two year,Female,0,Yes,Yes,DSL,Bank transfer (automatic),0,0
70.5,9,Month-to-month,Male,0,No,No,Fiber optic,Electronic check,0,0
107.5,72,Two year,Female,0,No,No,Fiber optic,Credit card (automatic),0,0
59.85,52,Two year,Female,1,No,No,DSL,Bank transfer (automatic),0,0
60.85,34,Month-to-month,Female,0,Yes,No,DSL,Bank transfer (automatic),0,0
100.2,71,Two year,Male,0,Yes,Yes,Fiber optic,Credit card (automatic),0,0
19.65,6,Two year,Female,0,No,No,No,Credit card (automatic),0,0
64.0,31,One year,Female,0,Yes,No,DSL,Electronic check,0,0
90.6,1,Month-to-month,Female,1,Yes,No,Fiber optic,Electronic check,1,1
25.25,49,Two year,Female,0,Yes,Yes,No,Mailed check,0,0
20.25,27,Two year,Female,0,No,No,No,Bank transfer (automatic),0,0
93.45,53,One year,Female,0,Yes,No,Fiber optic,Electronic check,0,0
100.5,35,Month-to-month,Female,1,Yes,No,Fiber optic,Bank transfer (automatic),1,0
95.65,2,Month-to-month,Male,0,No,No,Fiber optic,Electronic check,1,1
43.95,46,Month-to-month,Female,0,Yes,No,DSL,Electronic check,0,0
19.25,35,Month-to-month,Female,0,No,No,No,Bank transfer (automatic),0,0
73.8,9,Month-to-month,Male,0,No,No,Fiber optic,Electronic check,0,0
104.4,64,Two year,Male,0,No,No,Fiber optic,Bank transfer (automatic),0,0
79.25,13,Month-to-month,Female,0,No,No,Fiber optic,Electronic check,1,1
81.55,55,Month-to-month,Female,0,No,No,Fiber optic,Electronic check,0,1
93.8,51,Month-to-month,Female,0,Yes,Yes,Fiber optic,Electronic check,0,0
24.3,5,Month-to-month,Female,0,Yes,Yes,No,Mailed check,0,0
70.45,20,Month-to-month,Male,0,Yes,Yes,Fiber optic,Electronic check,1,1
25.6,23,Two year,Female,0,Yes,Yes,No,Credit card (automatic),0,0
99.0,61,One year,Male,1,Yes,Yes,Fiber optic,Electronic check,0,0
69.95,54,Two year,Female,0,Yes,Yes,DSL,Bank transfer (automatic),0,0
76.0,15,Month-to-month,Male,0,No,No,Fiber optic,Mailed check,1,0
24.9,64,One year,Female,0,Yes,Yes,No,Mailed check,0,0
64.8,18,Month-to-month,Female,0,No,Yes,DSL,Electronic check,0,0
103.05,52,Month-to-month,Male,0,No,No,Fiber optic,Electronic check,0,0
20.1,17,One year,Male,0,No,No,No,Mailed check,0,0
19.9,27,Two year,Female,0,Yes,Yes,No,Mailed check,0,0
110.65,58,One year,Female,0,Yes,No,Fiber optic,Credit card (automatic),0,0
109.05,68,Two year,Female,0,Yes,Yes,Fiber optic,Bank transfer (automatic),0,0
19.2,1,Month-to-month,Male,0,No,No,No,Electronic check,0,0
66.05,55,One year,Female,0,Yes,No,DSL,Credit card (automatic),0,0
45.3,1,Month-to-month,Female,0,No,No,DSL,Mailed check,0,0
84.4,72,Two year,Female,0,Yes,No,DSL,Credit card (automatic),0,0
45.0,6,Month-to-month,Female,0,No,No,DSL,Credit card (automatic),0,0
99.8,60,Month-to-month,Female,0,Yes,No,Fiber optic,Electronic check,0,0
106.0,61,One year,Male,0,Yes,Yes,Fiber optic,Electronic check,1,0
20.65,2,Month-to-month,Female,0,No,No,No,Mailed check,1,0
71.5,63,One year,Male,0,No,No,DSL,Electronic check,0,0
83.55,17,Month-to-month,Female,0,No,No,Fiber optic,Electronic check,0,1
98.7,58,Month-to-month,Male,1,Yes,No,Fiber optic,Electronic check,1,0
49.5,26,Month-to-month,Female,0,No,Yes,DSL,Mailed check,0,0
48.7,53,Month-to-month,Female,0,Yes,Yes,DSL,Bank transfer (automatic),0,0
19.2,25,Month-to-month,Female,0,No,No,No,Credit card (automatic),0,0
82.3,1,Month-to-month,Female,0,No,No,Fiber optic,Electronic check,1,1
21.1,24,Two year,Female,0,Yes,Yes,No,Credit card (automatic),0,0
69.0,2,Month-to-month,Female,0,Yes,No,DSL,Credit card (automatic),0,1
19.55,1,Month-to-month,Male,0,No,No,No,Mailed check,1,0
75.1,67,One year,Female,0,Yes,No,DSL,Mailed check,0,0
54.6,17,One year,Male,0,Yes,No,DSL,Electronic check,0,0
70.2,11,Month-to-month,Male,0,No,No,Fiber optic,Electronic check,0,0
24.75,51,Two year,Male,0,No,No,No,Mailed check,0,0
69.85,3,Month-to-month,Female,0,No,No,Fiber optic,Electronic check,0,0
79.2,1,Month-to-month,Female,1,No,No,Fiber optic,Electronic check,1,1
69.65,1,Month-to-month,Female,0,No,Yes,Fiber optic,Electronic check,1,1
84.1,72,Two year,Female,1,Yes,No,DSL,Credit card (automatic),0,0
65.35,19,One year,Male,0,No,No,DSL,Bank transfer (automatic),0,0
25.75,65,Two year,Male,0,No,No,No,Mailed check,0,0
100.3,45,One year,Female,0,No,No,Fiber optic,Electronic check,0,0
89.15,5,Month-to-month,Male,0,Yes,No,Fiber optic,Electronic check,0,0
44.85,56,Month-to-month,Female,0,No,No,DSL,Credit card (automatic),0,0
74.45,4,Month-to-month,Female,1,No,No,Fiber optic,Electronic check,0,1
86.4,64,Two year,Female,0,No,No,DSL,Credit card (automatic),0,0
19.7,41,Two year,Female,0,Yes,Yes,No,Bank transfer (automatic),0,0
60.55,35,Month-to-month,Female,0,No,No,DSL,Electronic check,0,0
25.2,1,Month-to-month,Female,0,No,No,DSL,Mailed check,1,0
79.4,3,Month-to-month,Female,1,No,No,Fiber optic,Electronic check,1,1
25.0,61,Two year,Male,1,Yes,No,No,Bank transfer (automatic),0,0
73.65,1,Month-to-month,Male,1,No,No,Fiber optic,Electronic check,1,1
55.6,35,One year,Female,0,No,Yes,DSL,Credit card (automatic),0,0
113.25,69,Two year,Female,0,Yes,Yes,Fiber optic,Credit card (automatic),0,0
68.3,64,Two year,Female,0,Yes,No,DSL,Mailed check,0,0
110.05,51,One year,Male,0,Yes,Yes,Fiber optic,Credit card (automatic),0,0
19.9,17,One year,Male,0,Yes,Yes,No,Bank transfer (automatic),0,0
43.95,69,Two year,Female,0,Yes,Yes,DSL,Credit card (automatic),0,0
31.35,1,Month-to-month,Male,0,No,Yes,DSL,Mailed check,1,0
